#Locus	Allele	Ethnicity/Country	Freq	AlleleCount	FamCount	SampleCount
HLA-A	A*01	AFA	0.049645	7	7	14
HLA-A	A*02	AFA	0.25532	36	32	72
HLA-A	A*03	AFA	0.06383	9	10	20
HLA-A	A*11	AFA	0.007092	1	1	2
HLA-A	A*23	AFA	0.085106	12	11	21
HLA-A	A*24	AFA	0.028369	4	4	7
HLA-A	A*25	AFA	0	0	0	0
HLA-A	A*26	AFA	0.042553	6	6	12
HLA-A	A*29	AFA	0.042553	6	6	10
HLA-A	A*30	AFA	0.141844	20	20	38
HLA-A	A*31	AFA	0.014184	2	2	3
HLA-A	A*32	AFA	0.028369	4	4	10
HLA-A	A*33	AFA	0.06383	9	9	17
HLA-A	A*34	AFA	0.035461	5	5	11
HLA-A	A*36	AFA	0	0	0	0
HLA-A	A*66	AFA	0.021276	3	3	7
HLA-A	A*68	AFA	0.099291	14	14	24
HLA-A	A*69	AFA	0	0	0	0
HLA-A	A*74	AFA	0.014184	2	2	4
HLA-A	A*80	AFA	0.007092	1	1	3
HLA-A	A*01	ARGENTINA	0.106322	37	35	61
HLA-A	A*02	ARGENTINA	0.290232	101	78	167
HLA-A	A*03	ARGENTINA	0.066093	23	23	34
HLA-A	A*11	ARGENTINA	0.048851	17	17	25
HLA-A	A*23	ARGENTINA	0.03161	11	11	20
HLA-A	A*24	ARGENTINA	0.086208	30	26	46
HLA-A	A*25	ARGENTINA	0.005747	2	2	3
HLA-A	A*26	ARGENTINA	0.034484	12	12	20
HLA-A	A*29	ARGENTINA	0.028736	10	10	15
HLA-A	A*30	ARGENTINA	0.077588	27	24	49
HLA-A	A*31	ARGENTINA	0.074713	26	23	42
HLA-A	A*32	ARGENTINA	0.04023	14	13	20
HLA-A	A*33	ARGENTINA	0.011494	4	4	6
HLA-A	A*34	ARGENTINA	0	0	0	0
HLA-A	A*36	ARGENTINA	0	0	0	0
HLA-A	A*66	ARGENTINA	0	0	0	0
HLA-A	A*68	ARGENTINA	0.097701	34	31	56
HLA-A	A*69	ARGENTINA	0	0	0	0
HLA-A	A*74	ARGENTINA	0	0	0	0
HLA-A	A*80	ARGENTINA	0	0	0	0
HLA-A	A*01	ASI	0.026087	6	6	11
HLA-A	A*02	ASI	0.243478	56	50	118
HLA-A	A*03	ASI	0.034783	8	7	19
HLA-A	A*11	ASI	0.252174	58	42	117
HLA-A	A*23	ASI	0.004348	1	1	2
HLA-A	A*24	ASI	0.165218	38	31	72
HLA-A	A*25	ASI	0.004348	1	1	2
HLA-A	A*26	ASI	0.03913	9	9	22
HLA-A	A*29	ASI	0.030435	7	5	14
HLA-A	A*30	ASI	0.030435	7	6	13
HLA-A	A*31	ASI	0.034783	8	5	15
HLA-A	A*32	ASI	0	0	0	0
HLA-A	A*33	ASI	0.104348	24	18	53
HLA-A	A*34	ASI	0.021739	5	4	8
HLA-A	A*36	ASI	0	0	0	0
HLA-A	A*66	ASI	0	0	0	0
HLA-A	A*68	ASI	0.008696	2	2	4
HLA-A	A*69	ASI	0	0	0	0
HLA-A	A*74	ASI	0	0	0	0
HLA-A	A*80	ASI	0	0	0	0
HLA-A	A*01	AUSTRIA	0.1	4	4	7
HLA-A	A*02	AUSTRIA	0.15	6	3	12
HLA-A	A*03	AUSTRIA	0.025	1	1	2
HLA-A	A*11	AUSTRIA	0.075	3	2	5
HLA-A	A*23	AUSTRIA	0.05	2	1	5
HLA-A	A*24	AUSTRIA	0.175	7	7	12
HLA-A	A*25	AUSTRIA	0	0	0	0
HLA-A	A*26	AUSTRIA	0.1	4	3	10
HLA-A	A*29	AUSTRIA	0.025	1	1	2
HLA-A	A*30	AUSTRIA	0.075	3	2	4
HLA-A	A*31	AUSTRIA	0.025	1	1	1
HLA-A	A*32	AUSTRIA	0.05	2	2	5
HLA-A	A*33	AUSTRIA	0.075	3	2	5
HLA-A	A*34	AUSTRIA	0	0	0	0
HLA-A	A*36	AUSTRIA	0.025	1	1	4
HLA-A	A*66	AUSTRIA	0	0	0	0
HLA-A	A*68	AUSTRIA	0.05	2	2	4
HLA-A	A*69	AUSTRIA	0	0	0	0
HLA-A	A*74	AUSTRIA	0	0	0	0
HLA-A	A*80	AUSTRIA	0	0	0	0
HLA-A	A*01	BRAZIL	0.084615	22	21	65
HLA-A	A*02	BRAZIL	0.238461	62	51	196
HLA-A	A*03	BRAZIL	0.057692	15	15	37
HLA-A	A*11	BRAZIL	0.034615	9	9	31
HLA-A	A*23	BRAZIL	0.073077	19	19	64
HLA-A	A*24	BRAZIL	0.096154	25	25	77
HLA-A	A*25	BRAZIL	0.011538	3	3	8
HLA-A	A*26	BRAZIL	0.046154	12	11	39
HLA-A	A*29	BRAZIL	0.034615	9	9	34
HLA-A	A*30	BRAZIL	0.084614	22	22	67
HLA-A	A*31	BRAZIL	0.092308	24	21	78
HLA-A	A*32	BRAZIL	0.023077	6	6	20
HLA-A	A*33	BRAZIL	0.038462	10	10	25
HLA-A	A*34	BRAZIL	0.007692	2	2	7
HLA-A	A*36	BRAZIL	0.003846	1	1	2
HLA-A	A*66	BRAZIL	0	0	0	0
HLA-A	A*68	BRAZIL	0.049999	13	13	45
HLA-A	A*69	BRAZIL	0	0	0	0
HLA-A	A*74	BRAZIL	0.019231	5	5	14
HLA-A	A*80	BRAZIL	0.003846	1	1	3
HLA-A	A*01	CHINA	0.016129	15	13	19
HLA-A	A*02	CHINA	0.307528	286	249	471
HLA-A	A*03	CHINA	0.02043	19	16	28
HLA-A	A*11	CHINA	0.297849	277	192	459
HLA-A	A*23	CHINA	0.002151	2	1	3
HLA-A	A*24	CHINA	0.166668	155	121	244
HLA-A	A*25	CHINA	0	0	0	0
HLA-A	A*26	CHINA	0.025806	24	24	39
HLA-A	A*29	CHINA	0.003226	3	3	5
HLA-A	A*30	CHINA	0.035484	33	30	52
HLA-A	A*31	CHINA	0.021505	20	19	34
HLA-A	A*32	CHINA	0.005376	5	4	9
HLA-A	A*33	CHINA	0.088172	82	69	135
HLA-A	A*34	CHINA	0.001075	1	1	2
HLA-A	A*36	CHINA	0	0	0	0
HLA-A	A*66	CHINA	0	0	0	0
HLA-A	A*68	CHINA	0.006452	6	6	10
HLA-A	A*69	CHINA	0	0	0	0
HLA-A	A*74	CHINA	0.002151	2	2	3
HLA-A	A*80	CHINA	0	0	0	0
HLA-A	A*01	CZECH	0.130991	41	36	62
HLA-A	A*02	CZECH	0.287541	90	59	140
HLA-A	A*03	CZECH	0.140575	44	37	64
HLA-A	A*11	CZECH	0.047923	15	14	23
HLA-A	A*23	CZECH	0.035144	11	11	16
HLA-A	A*24	CZECH	0.092651	29	29	39
HLA-A	A*25	CZECH	0.044728	14	12	20
HLA-A	A*26	CZECH	0.044728	14	13	20
HLA-A	A*29	CZECH	0.025559	8	8	14
HLA-A	A*30	CZECH	0.015975	5	5	8
HLA-A	A*31	CZECH	0.028754	9	9	13
HLA-A	A*32	CZECH	0.035144	11	10	16
HLA-A	A*33	CZECH	0.01917	6	6	9
HLA-A	A*34	CZECH	0	0	0	0
HLA-A	A*36	CZECH	0	0	0	0
HLA-A	A*66	CZECH	0.009585	3	3	5
HLA-A	A*68	CZECH	0.038339	12	12	19
HLA-A	A*69	CZECH	0.003195	1	1	2
HLA-A	A*74	CZECH	0	0	0	0
HLA-A	A*80	CZECH	0	0	0	0
HLA-A	A*01	EGYPT	0.25	14	10	36
HLA-A	A*02	EGYPT	0.142856	8	8	26
HLA-A	A*03	EGYPT	0.071428	4	4	14
HLA-A	A*11	EGYPT	0.017857	1	1	1
HLA-A	A*23	EGYPT	0.035714	2	2	5
HLA-A	A*24	EGYPT	0.142857	8	6	18
HLA-A	A*25	EGYPT	0	0	0	0
HLA-A	A*26	EGYPT	0.071429	4	4	12
HLA-A	A*29	EGYPT	0	0	0	0
HLA-A	A*30	EGYPT	0.053571	3	3	7
HLA-A	A*31	EGYPT	0.017857	1	1	2
HLA-A	A*32	EGYPT	0.017857	1	1	2
HLA-A	A*33	EGYPT	0.053571	3	2	8
HLA-A	A*34	EGYPT	0	0	0	0
HLA-A	A*36	EGYPT	0	0	0	0
HLA-A	A*66	EGYPT	0.035714	2	2	4
HLA-A	A*68	EGYPT	0.071428	4	4	9
HLA-A	A*69	EGYPT	0.017857	1	1	2
HLA-A	A*74	EGYPT	0	0	0	0
HLA-A	A*80	EGYPT	0	0	0	0
HLA-A	A*01	EUR	0.137681	57	45	115
HLA-A	A*02	EUR	0.270531	112	78	215
HLA-A	A*03	EUR	0.115942	48	39	97
HLA-A	A*11	EUR	0.065217	27	25	57
HLA-A	A*23	EUR	0.019324	8	7	16
HLA-A	A*24	EUR	0.094201	39	35	87
HLA-A	A*25	EUR	0.024155	10	8	18
HLA-A	A*26	EUR	0.033816	14	13	29
HLA-A	A*29	EUR	0.043477	18	17	39
HLA-A	A*30	EUR	0.036232	15	14	32
HLA-A	A*31	EUR	0.031401	13	13	21
HLA-A	A*32	EUR	0.028986	12	12	28
HLA-A	A*33	EUR	0.033817	14	14	31
HLA-A	A*34	EUR	0.007245	3	3	9
HLA-A	A*36	EUR	0	0	0	0
HLA-A	A*66	EUR	0	0	0	0
HLA-A	A*68	EUR	0.055554	23	22	43
HLA-A	A*69	EUR	0	0	0	0
HLA-A	A*74	EUR	0.002415	1	1	2
HLA-A	A*80	EUR	0	0	0	0
HLA-A	A*01	GERMANY	0.137037	37	28	63
HLA-A	A*02	GERMANY	0.248149	67	49	116
HLA-A	A*03	GERMANY	0.170371	46	36	82
HLA-A	A*11	GERMANY	0.066667	18	15	32
HLA-A	A*23	GERMANY	0.033333	9	9	14
HLA-A	A*24	GERMANY	0.133334	36	30	68
HLA-A	A*25	GERMANY	0.014815	4	4	9
HLA-A	A*26	GERMANY	0.062963	17	13	35
HLA-A	A*29	GERMANY	0.014815	4	4	6
HLA-A	A*30	GERMANY	0.02963	8	8	14
HLA-A	A*31	GERMANY	0.014815	4	4	4
HLA-A	A*32	GERMANY	0.02963	8	6	15
HLA-A	A*33	GERMANY	0.018519	5	5	9
HLA-A	A*34	GERMANY	0	0	0	0
HLA-A	A*36	GERMANY	0	0	0	0
HLA-A	A*66	GERMANY	0	0	0	0
HLA-A	A*68	GERMANY	0.022223	6	6	9
HLA-A	A*69	GERMANY	0	0	0	0
HLA-A	A*74	GERMANY	0.003704	1	1	2
HLA-A	A*80	GERMANY	0	0	0	0
HLA-A	A*01	Global	0.08091	306	260	584
HLA-A	A*02	Global	0.272337	1030	823	1925
HLA-A	A*03	Global	0.076413	289	252	543
HLA-A	A*11	Global	0.124273	470	357	837
HLA-A	A*23	Global	0.028028	106	95	222
HLA-A	A*24	Global	0.127176	481	409	887
HLA-A	A*25	Global	0.009254	35	31	62
HLA-A	A*26	Global	0.03728	141	133	283
HLA-A	A*29	Global	0.02459	93	88	193
HLA-A	A*30	Global	0.048916	185	176	363
HLA-A	A*31	Global	0.035695	135	124	266
HLA-A	A*32	Global	0.024061	91	84	178
HLA-A	A*33	Global	0.048916	185	162	347
HLA-A	A*34	Global	0.004495	17	16	41
HLA-A	A*36	Global	0.001322	5	5	16
HLA-A	A*66	Global	0.00423	16	16	33
HLA-A	A*68	Global	0.044949	170	166	334
HLA-A	A*69	Global	0.002115	8	7	15
HLA-A	A*74	Global	0.004495	17	16	36
HLA-A	A*80	Global	0.000529	2	2	6
HLA-A	A*01	GREECE	0.1	10	9	23
HLA-A	A*02	GREECE	0.28	28	20	49
HLA-A	A*03	GREECE	0.11	11	11	21
HLA-A	A*11	GREECE	0.09	9	8	20
HLA-A	A*23	GREECE	0.02	2	2	3
HLA-A	A*24	GREECE	0.11	11	11	21
HLA-A	A*25	GREECE	0	0	0	0
HLA-A	A*26	GREECE	0.08	8	8	13
HLA-A	A*29	GREECE	0.01	1	1	3
HLA-A	A*30	GREECE	0.05	5	5	9
HLA-A	A*31	GREECE	0.01	1	1	2
HLA-A	A*32	GREECE	0.06	6	6	11
HLA-A	A*33	GREECE	0.02	2	2	2
HLA-A	A*34	GREECE	0	0	0	0
HLA-A	A*36	GREECE	0	0	0	0
HLA-A	A*66	GREECE	0.01	1	1	2
HLA-A	A*68	GREECE	0.04	4	4	11
HLA-A	A*69	GREECE	0.01	1	1	2
HLA-A	A*74	GREECE	0	0	0	0
HLA-A	A*80	GREECE	0	0	0	0
HLA-A	A*01	HIS	0.059322	14	12	29
HLA-A	A*02	HIS	0.305084	72	57	139
HLA-A	A*03	HIS	0.038136	9	9	18
HLA-A	A*11	HIS	0.04661	11	11	20
HLA-A	A*23	HIS	0.021186	5	5	12
HLA-A	A*24	HIS	0.156779	37	31	72
HLA-A	A*25	HIS	0	0	0	0
HLA-A	A*26	HIS	0.038136	9	9	18
HLA-A	A*29	HIS	0.055084	13	12	26
HLA-A	A*30	HIS	0.042372	10	10	21
HLA-A	A*31	HIS	0.067797	16	15	31
HLA-A	A*32	HIS	0.021186	5	6	11
HLA-A	A*33	HIS	0.025424	6	7	13
HLA-A	A*34	HIS	0	0	0	0
HLA-A	A*36	HIS	0.004237	1	1	3
HLA-A	A*66	HIS	0.008475	2	2	4
HLA-A	A*68	HIS	0.105933	25	25	54
HLA-A	A*69	HIS	0	0	0	0
HLA-A	A*74	HIS	0.004237	1	1	2
HLA-A	A*80	HIS	0	0	0	0
HLA-A	A*01	ITALY	0.083333	22	19	37
HLA-A	A*02	ITALY	0.257577	68	58	129
HLA-A	A*03	ITALY	0.128789	34	28	67
HLA-A	A*11	ITALY	0.041667	11	9	21
HLA-A	A*23	ITALY	0.034091	9	7	16
HLA-A	A*24	ITALY	0.147728	39	34	73
HLA-A	A*25	ITALY	0.003788	1	1	2
HLA-A	A*26	ITALY	0.015152	4	4	5
HLA-A	A*29	ITALY	0.045455	12	11	20
HLA-A	A*30	ITALY	0.075758	20	20	34
HLA-A	A*31	ITALY	0.026515	7	7	16
HLA-A	A*32	ITALY	0.030303	8	7	12
HLA-A	A*33	ITALY	0.030303	8	7	15
HLA-A	A*34	ITALY	0	0	0	0
HLA-A	A*36	ITALY	0	0	0	0
HLA-A	A*66	ITALY	0.007576	2	2	4
HLA-A	A*68	ITALY	0.060607	16	16	26
HLA-A	A*69	ITALY	0.003788	1	1	2
HLA-A	A*74	ITALY	0.007576	2	2	3
HLA-A	A*80	ITALY	0	0	0	0
HLA-A	A*01	KUWAIT	0.165217	19	14	41
HLA-A	A*02	KUWAIT	0.234784	27	21	53
HLA-A	A*03	KUWAIT	0.060869	7	7	13
HLA-A	A*11	KUWAIT	0.078261	9	9	17
HLA-A	A*23	KUWAIT	0.069565	8	5	15
HLA-A	A*24	KUWAIT	0.13913	16	13	36
HLA-A	A*25	KUWAIT	0	0	0	0
HLA-A	A*26	KUWAIT	0.017391	2	2	3
HLA-A	A*29	KUWAIT	0	0	0	0
HLA-A	A*30	KUWAIT	0.034783	4	4	9
HLA-A	A*31	KUWAIT	0.026087	3	3	4
HLA-A	A*32	KUWAIT	0.034783	4	4	9
HLA-A	A*33	KUWAIT	0.043479	5	4	8
HLA-A	A*34	KUWAIT	0.008696	1	1	3
HLA-A	A*36	KUWAIT	0	0	0	0
HLA-A	A*66	KUWAIT	0.008696	1	1	3
HLA-A	A*68	KUWAIT	0.043478	5	5	10
HLA-A	A*69	KUWAIT	0.034783	4	3	7
HLA-A	A*74	KUWAIT	0	0	0	0
HLA-A	A*80	KUWAIT	0	0	0	0
HLA-A	A*01	OTHER	0	0	0	0
HLA-A	A*02	OTHER	0.136365	3	3	7
HLA-A	A*03	OTHER	0.181819	4	4	7
HLA-A	A*11	OTHER	0.181818	4	2	7
HLA-A	A*23	OTHER	0.090909	2	1	4
HLA-A	A*24	OTHER	0.090909	2	2	5
HLA-A	A*25	OTHER	0	0	0	0
HLA-A	A*26	OTHER	0.045455	1	1	3
HLA-A	A*29	OTHER	0	0	0	0
HLA-A	A*30	OTHER	0.045455	1	1	1
HLA-A	A*31	OTHER	0	0	0	0
HLA-A	A*32	OTHER	0.090909	2	2	3
HLA-A	A*33	OTHER	0.090909	2	2	3
HLA-A	A*34	OTHER	0	0	0	0
HLA-A	A*36	OTHER	0	0	0	0
HLA-A	A*66	OTHER	0	0	0	0
HLA-A	A*68	OTHER	0.045455	1	1	2
HLA-A	A*69	OTHER	0	0	0	0
HLA-A	A*74	OTHER	0	0	0	0
HLA-A	A*80	OTHER	0	0	0	0
HLA-A	A*01	SWITZERLAND	0.023256	1	1	1
HLA-A	A*02	SWITZERLAND	0.186047	8	7	15
HLA-A	A*03	SWITZERLAND	0.16279	7	6	20
HLA-A	A*11	SWITZERLAND	0	0	0	0
HLA-A	A*23	SWITZERLAND	0.069767	3	2	6
HLA-A	A*24	SWITZERLAND	0.116279	5	4	10
HLA-A	A*25	SWITZERLAND	0	0	0	0
HLA-A	A*26	SWITZERLAND	0.023256	1	1	3
HLA-A	A*29	SWITZERLAND	0.023256	1	1	5
HLA-A	A*30	SWITZERLAND	0.046512	2	2	5
HLA-A	A*31	SWITZERLAND	0	0	0	0
HLA-A	A*32	SWITZERLAND	0.069767	3	3	7
HLA-A	A*33	SWITZERLAND	0.046512	2	2	8
HLA-A	A*34	SWITZERLAND	0	0	0	0
HLA-A	A*36	SWITZERLAND	0.046512	2	2	7
HLA-A	A*66	SWITZERLAND	0.046512	2	2	4
HLA-A	A*68	SWITZERLAND	0.069768	3	3	8
HLA-A	A*69	SWITZERLAND	0	0	0	0
HLA-A	A*74	SWITZERLAND	0.069767	3	2	6
HLA-A	A*80	SWITZERLAND	0	0	0	0
HLA-B	B*07	AFA	0.06383	9	11	20
HLA-B	B*08	AFA	0.070922	10	10	19
HLA-B	B*13	AFA	0	0	0	0
HLA-B	B*14	AFA	0.056738	8	7	12
HLA-B	B*15	AFA	0.163121	23	19	39
HLA-B	B*18	AFA	0.021276	3	3	8
HLA-B	B*27	AFA	0.007092	1	1	2
HLA-B	B*35	AFA	0.063829	9	9	18
HLA-B	B*37	AFA	0.007092	1	1	1
HLA-B	B*38	AFA	0.007092	1	1	2
HLA-B	B*39	AFA	0.007092	1	1	3
HLA-B	B*40	AFA	0.028369	4	4	6
HLA-B	B*41	AFA	0.035461	5	5	9
HLA-B	B*42	AFA	0.049645	7	7	13
HLA-B	B*44	AFA	0.056737	8	8	16
HLA-B	B*45	AFA	0.042553	6	6	11
HLA-B	B*46	AFA	0	0	0	0
HLA-B	B*47	AFA	0	0	0	0
HLA-B	B*48	AFA	0	0	0	0
HLA-B	B*49	AFA	0.021277	3	3	7
HLA-B	B*50	AFA	0	0	0	0
HLA-B	B*51	AFA	0.021276	3	3	7
HLA-B	B*52	AFA	0.021276	3	2	7
HLA-B	B*53	AFA	0.092199	13	11	28
HLA-B	B*54	AFA	0	0	0	0
HLA-B	B*55	AFA	0.007092	1	1	3
HLA-B	B*56	AFA	0.007092	1	1	2
HLA-B	B*57	AFA	0.03546	5	5	10
HLA-B	B*58	AFA	0.078014	11	11	21
HLA-B	B*59	AFA	0	0	0	0
HLA-B	B*67	AFA	0	0	0	0
HLA-B	B*73	AFA	0.007092	1	1	3
HLA-B	B*78	AFA	0.007092	1	1	3
HLA-B	B*81	AFA	0.021277	3	3	5
HLA-B	B*82	AFA	0	0	0	0
HLA-B	B*07	ARGENTINA	0.034483	12	11	19
HLA-B	B*08	ARGENTINA	0.063218	22	19	37
HLA-B	B*13	ARGENTINA	0.048851	17	16	30
HLA-B	B*14	ARGENTINA	0.045977	16	14	23
HLA-B	B*15	ARGENTINA	0.094829	33	33	52
HLA-B	B*18	ARGENTINA	0.051725	18	17	30
HLA-B	B*27	ARGENTINA	0.014368	5	5	9
HLA-B	B*35	ARGENTINA	0.143679	50	46	78
HLA-B	B*37	ARGENTINA	0.005747	2	2	4
HLA-B	B*38	ARGENTINA	0.034483	12	11	20
HLA-B	B*39	ARGENTINA	0.089083	31	30	49
HLA-B	B*40	ARGENTINA	0.04885	17	17	29
HLA-B	B*41	ARGENTINA	0.017241	6	6	10
HLA-B	B*42	ARGENTINA	0.005747	2	1	4
HLA-B	B*44	ARGENTINA	0.097702	34	32	49
HLA-B	B*45	ARGENTINA	0.008621	3	3	6
HLA-B	B*46	ARGENTINA	0	0	0	0
HLA-B	B*47	ARGENTINA	0.005747	2	2	3
HLA-B	B*48	ARGENTINA	0.025862	9	8	16
HLA-B	B*49	ARGENTINA	0.014368	5	5	8
HLA-B	B*50	ARGENTINA	0.020115	7	6	14
HLA-B	B*51	ARGENTINA	0.060346	21	21	36
HLA-B	B*52	ARGENTINA	0.017242	6	6	10
HLA-B	B*53	ARGENTINA	0.008621	3	3	5
HLA-B	B*54	ARGENTINA	0	0	0	0
HLA-B	B*55	ARGENTINA	0.017241	6	6	9
HLA-B	B*56	ARGENTINA	0.005747	2	2	2
HLA-B	B*57	ARGENTINA	0.011495	4	4	6
HLA-B	B*58	ARGENTINA	0.008621	3	3	6
HLA-B	B*59	ARGENTINA	0	0	0	0
HLA-B	B*67	ARGENTINA	0	0	0	0
HLA-B	B*73	ARGENTINA	0	0	0	0
HLA-B	B*78	ARGENTINA	0	0	0	0
HLA-B	B*81	ARGENTINA	0	0	0	0
HLA-B	B*82	ARGENTINA	0	0	0	0
HLA-B	B*07	ASI	0.069566	16	15	31
HLA-B	B*08	ASI	0.017391	4	3	9
HLA-B	B*13	ASI	0.082609	19	17	40
HLA-B	B*14	ASI	0	0	0	0
HLA-B	B*15	ASI	0.095653	22	20	42
HLA-B	B*18	ASI	0.021739	5	5	11
HLA-B	B*27	ASI	0.021739	5	5	10
HLA-B	B*35	ASI	0.073912	17	16	36
HLA-B	B*37	ASI	0.008696	2	2	4
HLA-B	B*38	ASI	0.052174	12	10	26
HLA-B	B*39	ASI	0.039131	9	9	17
HLA-B	B*40	ASI	0.108696	25	22	57
HLA-B	B*41	ASI	0.013043	3	2	5
HLA-B	B*42	ASI	0	0	0	0
HLA-B	B*44	ASI	0.073912	17	16	34
HLA-B	B*45	ASI	0	0	0	0
HLA-B	B*46	ASI	0.082609	19	14	38
HLA-B	B*47	ASI	0	0	0	0
HLA-B	B*48	ASI	0.004348	1	1	3
HLA-B	B*49	ASI	0	0	0	0
HLA-B	B*50	ASI	0.008696	2	2	2
HLA-B	B*51	ASI	0.06087	14	11	27
HLA-B	B*52	ASI	0.021739	5	5	13
HLA-B	B*53	ASI	0	0	0	0
HLA-B	B*54	ASI	0.021739	5	5	10
HLA-B	B*55	ASI	0.021739	5	5	9
HLA-B	B*56	ASI	0.017391	4	2	7
HLA-B	B*57	ASI	0.008696	2	2	3
HLA-B	B*58	ASI	0.065217	15	13	31
HLA-B	B*59	ASI	0	0	0	0
HLA-B	B*67	ASI	0	0	0	0
HLA-B	B*73	ASI	0.004348	1	1	3
HLA-B	B*78	ASI	0.004348	1	1	2
HLA-B	B*81	ASI	0	0	0	0
HLA-B	B*82	ASI	0	0	0	0
HLA-B	B*07	AUSTRIA	0.1	4	4	7
HLA-B	B*08	AUSTRIA	0	0	0	0
HLA-B	B*13	AUSTRIA	0.025	1	1	1
HLA-B	B*14	AUSTRIA	0.025	1	1	1
HLA-B	B*15	AUSTRIA	0.075	3	2	7
HLA-B	B*18	AUSTRIA	0.075	3	3	7
HLA-B	B*27	AUSTRIA	0	0	0	0
HLA-B	B*35	AUSTRIA	0.05	2	2	3
HLA-B	B*37	AUSTRIA	0.05	2	2	4
HLA-B	B*38	AUSTRIA	0.05	2	2	4
HLA-B	B*39	AUSTRIA	0	0	0	0
HLA-B	B*40	AUSTRIA	0	0	0	0
HLA-B	B*41	AUSTRIA	0.025	1	1	2
HLA-B	B*42	AUSTRIA	0.025	1	1	1
HLA-B	B*44	AUSTRIA	0.05	2	2	4
HLA-B	B*45	AUSTRIA	0	0	0	0
HLA-B	B*46	AUSTRIA	0	0	0	0
HLA-B	B*47	AUSTRIA	0	0	0	0
HLA-B	B*48	AUSTRIA	0	0	0	0
HLA-B	B*49	AUSTRIA	0.05	2	2	4
HLA-B	B*50	AUSTRIA	0	0	0	0
HLA-B	B*51	AUSTRIA	0.15	6	5	11
HLA-B	B*52	AUSTRIA	0.025	1	1	4
HLA-B	B*53	AUSTRIA	0.025	1	1	4
HLA-B	B*54	AUSTRIA	0	0	0	0
HLA-B	B*55	AUSTRIA	0.05	2	2	3
HLA-B	B*56	AUSTRIA	0	0	0	0
HLA-B	B*57	AUSTRIA	0.025	1	1	3
HLA-B	B*58	AUSTRIA	0.125	5	4	8
HLA-B	B*59	AUSTRIA	0	0	0	0
HLA-B	B*67	AUSTRIA	0	0	0	0
HLA-B	B*73	AUSTRIA	0	0	0	0
HLA-B	B*78	AUSTRIA	0	0	0	0
HLA-B	B*81	AUSTRIA	0	0	0	0
HLA-B	B*82	AUSTRIA	0	0	0	0
HLA-B	B*07	BRAZIL	0.05	13	12	45
HLA-B	B*08	BRAZIL	0.038462	10	10	32
HLA-B	B*13	BRAZIL	0.034615	9	9	33
HLA-B	B*14	BRAZIL	0.057692	15	15	43
HLA-B	B*15	BRAZIL	0.096152	25	25	86
HLA-B	B*18	BRAZIL	0.042307	11	11	25
HLA-B	B*27	BRAZIL	0.01923	5	5	18
HLA-B	B*35	BRAZIL	0.111536	29	29	84
HLA-B	B*37	BRAZIL	0.011538	3	3	8
HLA-B	B*38	BRAZIL	0.034615	9	9	25
HLA-B	B*39	BRAZIL	0.057691	15	15	61
HLA-B	B*40	BRAZIL	0.034615	9	9	24
HLA-B	B*41	BRAZIL	0	0	0	0
HLA-B	B*42	BRAZIL	0.030769	8	8	24
HLA-B	B*44	BRAZIL	0.080769	21	21	58
HLA-B	B*45	BRAZIL	0.030769	8	8	26
HLA-B	B*46	BRAZIL	0	0	0	0
HLA-B	B*47	BRAZIL	0	0	0	0
HLA-B	B*48	BRAZIL	0.003846	1	1	1
HLA-B	B*49	BRAZIL	0.038462	10	10	33
HLA-B	B*50	BRAZIL	0.030769	8	8	21
HLA-B	B*51	BRAZIL	0.061538	16	16	51
HLA-B	B*52	BRAZIL	0.019231	5	5	15
HLA-B	B*53	BRAZIL	0.019231	5	5	11
HLA-B	B*54	BRAZIL	0	0	0	0
HLA-B	B*55	BRAZIL	0.015385	4	4	20
HLA-B	B*56	BRAZIL	0.003846	1	1	3
HLA-B	B*57	BRAZIL	0.042307	11	11	37
HLA-B	B*58	BRAZIL	0.023077	6	6	16
HLA-B	B*59	BRAZIL	0	0	0	0
HLA-B	B*67	BRAZIL	0	0	0	0
HLA-B	B*73	BRAZIL	0	0	0	0
HLA-B	B*78	BRAZIL	0	0	0	0
HLA-B	B*81	BRAZIL	0.007692	2	2	7
HLA-B	B*82	BRAZIL	0.003846	1	1	4
HLA-B	B*07	CHINA	0.016094	15	12	23
HLA-B	B*08	CHINA	0.002146	2	2	3
HLA-B	B*13	CHINA	0.124464	116	100	192
HLA-B	B*14	CHINA	0.004292	4	4	5
HLA-B	B*15	CHINA	0.122318	114	104	186
HLA-B	B*18	CHINA	0.006438	6	6	9
HLA-B	B*27	CHINA	0.015022	14	14	23
HLA-B	B*35	CHINA	0.032189	30	30	45
HLA-B	B*37	CHINA	0.01073	10	9	15
HLA-B	B*38	CHINA	0.0397	37	36	59
HLA-B	B*39	CHINA	0.023605	22	21	34
HLA-B	B*40	CHINA	0.180257	168	143	280
HLA-B	B*41	CHINA	0	0	0	0
HLA-B	B*42	CHINA	0	0	0	0
HLA-B	B*44	CHINA	0.018241	17	17	28
HLA-B	B*45	CHINA	0.001073	1	1	3
HLA-B	B*46	CHINA	0.141631	132	103	221
HLA-B	B*47	CHINA	0	0	0	0
HLA-B	B*48	CHINA	0.035408	33	32	60
HLA-B	B*49	CHINA	0	0	0	0
HLA-B	B*50	CHINA	0.003219	3	3	8
HLA-B	B*51	CHINA	0.06867	64	59	95
HLA-B	B*52	CHINA	0.019314	18	18	27
